FSU_Slno,hh_no,mpce,hh_size,social_group,religion,Stratum,visitNo,educ_head,age_head,gender_head,total_land,land_used_agri,num_land_parcels,received_tech_advice,MLT,final_weight,mpce_per_capita,log_mpce,land_size_cat,educ_level,social_group_f,tech_advice_f,gender_f,land_size_f
79980,04,3117,3,3,1,13,2,2,52,1,6.4,6.28,3,0,68475,684.75,1039,6.946013991099227,Medium/Large (>4 acres),Below Primary,OBC,No,Male,Medium/Large (>4 acres)
79962,01,5167,3,9,1,13,2,5,50,1,19.32,19.32,11,0,38333,383.33,1722.3333333333333,7.451435239619075,Medium/Large (>4 acres),Secondary,Others,No,Male,Medium/Large (>4 acres)
79962,02,6800,6,9,1,13,2,5,35,1,20.7,20.7,10,0,38333,383.33,1133.3333333333333,7.032918421936143,Medium/Large (>4 acres),Secondary,Others,No,Male,Medium/Large (>4 acres)
79962,03,6400,4,9,1,13,2,3,43,1,4.16,4.16,4,0,38333,383.33,1600,7.3777589082278725,Medium/Large (>4 acres),Primary,Others,No,Male,Medium/Large (>4 acres)
79962,04,10858,12,3,1,13,2,4,58,1,4.88,4.88,3,0,38333,383.33,904.8333333333334,6.8077507646773965,Medium/Large (>4 acres),Middle,OBC,No,Male,Medium/Large (>4 acres)
79962,05,5100,3,3,1,13,2,4,41,1,4.12,4.12,4,0,38333,383.33,1700,7.438383530044307,Medium/Large (>4 acres),Middle,OBC,No,Male,Medium/Large (>4 acres)
79962,06,5660,4,9,1,13,2,4,38,1,2.96,2.96,4,0,38333,383.33,1415,7.254884810077338,Small (1-4 acres),Middle,Others,No,Male,Small (1-4 acres)
79967,01,10800,10,3,1,13,2,3,69,1,4.16,4.04,5,0,126638,1266.38,1080,6.984716320118266,Medium/Large (>4 acres),Primary,OBC,No,Male,Medium/Large (>4 acres)
79967,02,5325,5,3,1,13,2,2,37,1,4.12,4.04,5,1,126638,1266.38,1065,6.970730078143525,Medium/Large (>4 acres),Below Primary,OBC,Yes,Male,Medium/Large (>4 acres)
79967,03,3125,3,3,1,13,2,3,60,1,0.02,0,2,0,126638,1266.38,1041.6666666666667,6.9485772735023925,Marginal (0-1 acre),Primary,OBC,No,Male,Marginal (0-1 acre)
79967,04,6000,6,3,1,13,2,4,48,1,0.04,0,2,0,126638,1266.38,1000,6.907755278982137,Marginal (0-1 acre),Middle,OBC,No,Male,Marginal (0-1 acre)
79967,05,4000,4,3,1,13,2,3,64,1,0.3,0,2,0,126638,1266.38,1000,6.907755278982137,Marginal (0-1 acre),Primary,OBC,No,Male,Marginal (0-1 acre)
79967,06,5700,5,3,1,13,2,4,40,1,0.04,0,2,0,126638,1266.38,1140,7.038783541388542,Marginal (0-1 acre),Middle,OBC,No,Male,Marginal (0-1 acre)
79967,07,4817,5,3,1,13,2,3,62,1,0.1,0,2,0,126638,1266.38,963.4,6.870468694196121,Marginal (0-1 acre),Primary,OBC,No,Male,Marginal (0-1 acre)
79967,08,1300,1,3,1,13,2,6,23,2,0.02,0,2,0,126638,1266.38,1300,7.170119543449628,Marginal (0-1 acre),Higher Secondary,OBC,No,Female,Marginal (0-1 acre)
79963,01,9958,5,9,1,13,2,6,65,1,33.3,29.13,14,1,706150,7061.5,1991.6,7.596693614768028,Medium/Large (>4 acres),Higher Secondary,Others,Yes,Male,Medium/Large (>4 acres)
79963,02,3000,2,9,1,13,2,3,59,2,21.38,21.28,13,1,706150,7061.5,1500,7.313220387090301,Medium/Large (>4 acres),Primary,Others,Yes,Female,Medium/Large (>4 acres)
79963,03,6055,7,2,1,13,2,3,70,1,12.04,12.02,4,1,553963,5539.63,865,6.762729506931879,Medium/Large (>4 acres),Primary,SC,Yes,Male,Medium/Large (>4 acres)
79963,04,5970,3,3,1,13,2,11,50,1,4.06,4.06,3,1,553963,5539.63,1990,7.595889917718538,Medium/Large (>4 acres),Graduate+,OBC,Yes,Male,Medium/Large (>4 acres)
79961,01,5200,4,2,1,13,2,4,35,1,16.28,16.25,11,1,1872625,18726.25,1300,7.170119543449628,Medium/Large (>4 acres),Middle,SC,Yes,Male,Medium/Large (>4 acres)
79961,02,8650,7,3,1,13,2,2,81,2,11.58,11.56,9,1,1872625,18726.25,1235.7142857142858,7.119404450870611,Medium/Large (>4 acres),Below Primary,OBC,Yes,Female,Medium/Large (>4 acres)
79961,03,7050,7,9,1,13,2,5,45,1,9.14,9.1,6,1,48813,488.13,1007.1428571428571,6.914872746751001,Medium/Large (>4 acres),Secondary,Others,Yes,Male,Medium/Large (>4 acres)
79961,04,4400,3,3,1,13,2,2,75,1,3.18,3.18,3,1,48813,488.13,1466.6666666666667,7.290747531238243,Small (1-4 acres),Below Primary,OBC,Yes,Male,Small (1-4 acres)
79965,01,4000,4,1,1,14,2,1,30,1,9,8.68,13,0,180900,1809,1000,6.907755278982137,Medium/Large (>4 acres),Illiterate,ST,No,Male,Medium/Large (>4 acres)
79965,02,1500,2,1,1,14,2,1,25,1,2.98,2.98,8,0,180900,1809,750,6.620073206530356,Small (1-4 acres),Illiterate,ST,No,Male,Small (1-4 acres)
79965,03,5500,7,1,1,14,2,4,35,1,2.64,2.6,4,0,50250,502.5,785.7142857142857,6.666593222165249,Small (1-4 acres),Middle,ST,No,Male,Small (1-4 acres)
79965,04,4900,5,1,1,14,2,1,45,1,3.08,3.08,4,0,50250,502.5,980,6.887552571664617,Small (1-4 acres),Illiterate,ST,No,Male,Small (1-4 acres)
79965,05,3900,6,1,1,14,2,1,54,1,4.12,4.12,3,0,50250,502.5,650,6.476972362889683,Medium/Large (>4 acres),Illiterate,ST,No,Male,Medium/Large (>4 acres)
79969,01,2000,2,9,1,14,2,2,40,2,25.46,25.29,15,0,1152900,11529,1000,6.907755278982137,Medium/Large (>4 acres),Below Primary,Others,No,Female,Medium/Large (>4 acres)
79969,02,1950,2,2,1,14,2,1,79,1,16.66,14.37,12,0,1152900,11529,975,6.882437470997847,Medium/Large (>4 acres),Illiterate,SC,No,Male,Medium/Large (>4 acres)
79969,03,6200,7,2,1,14,2,1,57,2,2.58,2.54,3,0,732000,7320,885.7142857142857,6.786394421977869,Small (1-4 acres),Illiterate,SC,No,Female,Small (1-4 acres)
79968,01,3400,2,3,1,14,2,2,36,1,26.28,26.2,11,1,67200,672,1700,7.438383530044307,Medium/Large (>4 acres),Below Primary,OBC,Yes,Male,Medium/Large (>4 acres)
79968,02,2850,3,1,1,14,2,2,35,1,28.84,26.8,12,1,67200,672,950,6.856461984594587,Medium/Large (>4 acres),Below Primary,ST,Yes,Male,Medium/Large (>4 acres)
79968,03,2600,2,2,1,14,2,3,50,2,4.64,4.64,4,1,39200,392,1300,7.170119543449628,Medium/Large (>4 acres),Primary,SC,Yes,Female,Medium/Large (>4 acres)
79968,04,4600,5,1,1,14,2,1,62,1,2.08,2.08,3,1,39200,392,920,6.824373670043086,Small (1-4 acres),Illiterate,ST,Yes,Male,Small (1-4 acres)
79966,01,3080,3,3,1,14,2,4,34,2,29.6,29.5,16,1,1157000,11570,1026.6666666666667,6.934072587299511,Medium/Large (>4 acres),Middle,OBC,Yes,Female,Medium/Large (>4 acres)
79966,02,5028,5,2,1,14,2,1,67,2,8.16,8.09,8,1,1157000,11570,1005.6,6.913339657276038,Medium/Large (>4 acres),Illiterate,SC,Yes,Female,Medium/Large (>4 acres)
79966,03,4000,3,3,1,14,2,5,50,1,11.24,11.120000000000001,7,1,474667,4746.67,1333.3333333333333,7.195437351433918,Medium/Large (>4 acres),Secondary,OBC,Yes,Male,Medium/Large (>4 acres)
79964,01,5200,6,1,1,15,2,5,36,1,9.540000000000001,9.540000000000001,12,1,59400,594,866.6666666666666,6.7646544353414635,Medium/Large (>4 acres),Secondary,ST,Yes,Male,Medium/Large (>4 acres)
79964,02,4300,5,1,1,15,2,1,35,1,10.32,10.32,12,1,59400,594,860,6.756932389247553,Medium/Large (>4 acres),Illiterate,ST,Yes,Male,Medium/Large (>4 acres)
79964,03,5225,4,3,1,15,2,4,35,1,5.24,5.24,4,1,103950,1039.5,1306.25,7.174915715713121,Medium/Large (>4 acres),Middle,OBC,Yes,Male,Medium/Large (>4 acres)
79964,04,4500,3,3,1,15,2,4,48,1,5,5,4,1,103950,1039.5,1500,7.313220387090301,Medium/Large (>4 acres),Middle,OBC,Yes,Male,Medium/Large (>4 acres)
79960,01,2350,2,9,1,15,2,1,70,2,23.1,22.64,15,0,488300,4883,1175,7.069023426578259,Medium/Large (>4 acres),Illiterate,Others,No,Female,Medium/Large (>4 acres)
79960,02,3900,4,9,1,15,2,4,30,1,20.9,19.68,15,1,488300,4883,975,6.882437470997847,Medium/Large (>4 acres),Middle,Others,Yes,Male,Medium/Large (>4 acres)
79942,01,4700,3,9,1,15,2,1,44,2,26.9,26.78,16,1,2613600,26136,1566.6666666666667,7.35670549903004,Medium/Large (>4 acres),Illiterate,Others,Yes,Female,Medium/Large (>4 acres)
79942,02,2600,2,3,1,15,2,2,62,1,8.98,8.82,10,1,2613600,26136,1300,7.170119543449628,Medium/Large (>4 acres),Below Primary,OBC,Yes,Male,Medium/Large (>4 acres)
79942,03,3500,2,3,1,15,2,2,50,1,7.32,7.24,6,1,1331000,13310,1750,7.4673710669175595,Medium/Large (>4 acres),Below Primary,OBC,Yes,Male,Medium/Large (>4 acres)
79947,01,5500,4,2,1,15,2,2,35,1,19.52,19.34,15,0,314650,3146.5,1375,7.226209010100671,Medium/Large (>4 acres),Below Primary,SC,No,Male,Medium/Large (>4 acres)
79947,02,4000,3,3,1,15,2,3,63,1,13.4,12.26,15,0,314650,3146.5,1333.3333333333333,7.195437351433918,Medium/Large (>4 acres),Primary,OBC,No,Male,Medium/Large (>4 acres)
79947,03,7050,5,3,1,15,2,3,40,1,1.6,1.6,3,0,175933,1759.33,1410,7.251344983372214,Small (1-4 acres),Primary,OBC,No,Male,Small (1-4 acres)
79943,01,3800,2,9,1,16,2,4,70,1,8.48,7.88,12,0,174375,1743.75,1900,7.549609165154532,Medium/Large (>4 acres),Middle,Others,No,Male,Medium/Large (>4 acres)
79943,02,4700,3,2,1,16,2,1,55,1,6.5600000000000005,6.36,10,0,174375,1743.75,1566.6666666666667,7.35670549903004,Medium/Large (>4 acres),Illiterate,SC,No,Male,Medium/Large (>4 acres)
79943,03,6600,4,2,1,16,2,4,27,1,1.16,1.08,3,0,114390,1143.9,1650,7.408530566894626,Small (1-4 acres),Middle,SC,No,Male,Small (1-4 acres)
79943,04,4400,3,9,1,16,2,2,45,1,1.74,1.69,3,0,114390,1143.9,1466.6666666666667,7.290747531238243,Small (1-4 acres),Below Primary,Others,No,Male,Small (1-4 acres)
79943,05,13200,6,2,1,16,2,2,60,1,2.36,2.1799999999999997,3,0,114390,1143.9,2200,7.696212639346407,Small (1-4 acres),Below Primary,SC,No,Male,Small (1-4 acres)
79941,01,6000,4,2,1,16,2,3,30,1,15.22,14.98,16,0,2271050,22710.5,1500,7.313220387090301,Medium/Large (>4 acres),Primary,SC,No,Male,Medium/Large (>4 acres)
79941,02,9717,5,2,1,16,2,1,65,2,17.06,16.69,15,0,2271050,22710.5,1943.4,7.572194295405339,Medium/Large (>4 acres),Illiterate,SC,No,Female,Medium/Large (>4 acres)
79945,01,4100,3,1,1,16,2,1,39,1,22.12,21.03,15,0,66400,664,1366.6666666666667,7.22012996402429,Medium/Large (>4 acres),Illiterate,ST,No,Male,Medium/Large (>4 acres)
79945,02,1200,1,1,1,16,2,1,65,2,20.36,20.169999999999998,16,0,66400,664,1200,7.090076835776092,Medium/Large (>4 acres),Illiterate,ST,No,Female,Medium/Large (>4 acres)
79949,01,25608,5,9,1,17,2,5,57,1,0.4,0,2,0,12950,129.5,5121.6,8.5412221692156,Marginal (0-1 acre),Secondary,Others,No,Male,Marginal (0-1 acre)
79949,02,10345,4,9,1,17,2,5,42,1,0.1,0,2,0,12950,129.5,2586.25,7.8579642290597524,Marginal (0-1 acre),Secondary,Others,No,Male,Marginal (0-1 acre)
79948,01,10000,3,9,1,17,2,4,35,1,10.48,10.08,11,0,1304100,13041,3333.3333333333335,8.111728083308073,Medium/Large (>4 acres),Middle,Others,No,Male,Medium/Large (>4 acres)
79948,02,12000,2,9,1,17,2,4,48,1,8.84,8.32,11,0,1304100,13041,6000,8.699514748210191,Medium/Large (>4 acres),Middle,Others,No,Male,Medium/Large (>4 acres)
79948,03,10000,4,3,1,17,2,5,50,1,5.06,5.029999999999999,3,0,72450,724.5,2500,7.824046010856292,Medium/Large (>4 acres),Secondary,OBC,No,Male,Medium/Large (>4 acres)
79948,04,10000,4,3,1,17,2,3,55,1,5.06,5.029999999999999,3,0,72450,724.5,2500,7.824046010856292,Medium/Large (>4 acres),Primary,OBC,No,Male,Medium/Large (>4 acres)
79946,01,6000,6,2,1,17,2,1,60,1,19.5,18.99,15,0,565750,5657.5,1000,6.907755278982137,Medium/Large (>4 acres),Illiterate,SC,No,Male,Medium/Large (>4 acres)
79946,02,7300,5,9,1,17,2,5,38,1,23.38,22.57,14,0,565750,5657.5,1460,7.286191714702382,Medium/Large (>4 acres),Secondary,Others,No,Male,Medium/Large (>4 acres)
79944,01,5000,5,9,1,17,2,2,55,1,10.66,10.63,9,1,271800,2718,1000,6.907755278982137,Medium/Large (>4 acres),Below Primary,Others,Yes,Male,Medium/Large (>4 acres)
79944,02,6917,5,3,1,17,2,4,32,1,12.299999999999999,12.2,8,0,271800,2718,1383.4,7.232299516166484,Medium/Large (>4 acres),Middle,OBC,No,Male,Medium/Large (>4 acres)
79944,03,6080,4,3,1,17,2,2,65,1,4.56,4.48,3,0,60400,604,1520,7.326465613840322,Medium/Large (>4 acres),Below Primary,OBC,No,Male,Medium/Large (>4 acres)
79944,04,7150,5,3,1,17,2,2,40,1,4.56,4.48,3,0,60400,604,1430,7.265429723253953,Medium/Large (>4 acres),Below Primary,OBC,No,Male,Medium/Large (>4 acres)
79944,05,4700,3,3,1,17,2,4,30,2,3.12,3.06,3,0,60400,604,1566.6666666666667,7.35670549903004,Small (1-4 acres),Middle,OBC,No,Female,Small (1-4 acres)
79944,06,6400,4,3,1,17,2,6,58,1,4.56,4.48,3,1,60400,604,1600,7.3777589082278725,Medium/Large (>4 acres),Higher Secondary,OBC,Yes,Male,Medium/Large (>4 acres)
79940,01,1750,1,9,1,18,2,4,66,1,27.9,27.63,11,0,247650,2476.5,1750,7.4673710669175595,Medium/Large (>4 acres),Middle,Others,No,Male,Medium/Large (>4 acres)
79940,02,6000,4,9,1,18,2,2,50,1,12.54,12.379999999999999,9,0,247650,2476.5,1500,7.313220387090301,Medium/Large (>4 acres),Below Primary,Others,No,Male,Medium/Large (>4 acres)
79940,03,12400,5,9,1,18,2,4,75,1,11.24,11.12,6,0,180975,1809.75,2480,7.8160138391590275,Medium/Large (>4 acres),Middle,Others,No,Male,Medium/Large (>4 acres)
79940,04,6172,5,2,1,18,2,2,49,1,4.04,4.02,3,0,180975,1809.75,1234.4,7.118340301048951,Medium/Large (>4 acres),Below Primary,SC,No,Male,Medium/Large (>4 acres)
79902,01,5000,4,9,1,18,2,5,75,1,20.42,19.21,16,1,219450,2194.5,1250,7.1308988302963465,Medium/Large (>4 acres),Secondary,Others,Yes,Male,Medium/Large (>4 acres)
79902,02,1500,1,9,1,18,2,1,80,2,17.82,17.29,16,0,219450,2194.5,1500,7.313220387090301,Medium/Large (>4 acres),Illiterate,Others,No,Female,Medium/Large (>4 acres)
79907,01,7208,2,9,1,18,2,5,50,2,19.72,18.64,15,0,460200,4602,3604,8.189799618728228,Medium/Large (>4 acres),Secondary,Others,No,Female,Medium/Large (>4 acres)
79907,02,8025,4,9,1,18,2,2,27,2,18.96,18.71,15,1,460200,4602,2006.25,7.604022586878326,Medium/Large (>4 acres),Below Primary,Others,Yes,Female,Medium/Large (>4 acres)
79901,01,3050,2,3,1,18,2,1,70,1,20.48,19.71,16,0,1145275,11452.75,1525,7.329749689041512,Medium/Large (>4 acres),Illiterate,OBC,No,Male,Medium/Large (>4 acres)
79901,02,5042,4,3,1,18,2,4,35,1,21.74,21.11,14,0,1145275,11452.75,1260.5,7.139263746627974,Medium/Large (>4 acres),Middle,OBC,No,Male,Medium/Large (>4 acres)
79905,01,2067,2,2,1,19,2,1,35,1,23.619999999999997,23.599999999999998,14,1,1075550,10755.5,1033.5,6.940706379121823,Medium/Large (>4 acres),Illiterate,SC,Yes,Male,Medium/Large (>4 acres)
79905,02,1250,2,2,1,19,2,1,35,2,28.7,28.68,15,1,1075550,10755.5,625,6.437751649736401,Medium/Large (>4 acres),Illiterate,SC,Yes,Female,Medium/Large (>4 acres)
79909,01,2846,2,3,1,19,2,2,50,1,20.919999999999998,20.9,14,1,646800,6468,1423,7.260522598089852,Medium/Large (>4 acres),Below Primary,OBC,Yes,Male,Medium/Large (>4 acres)
79909,02,1308,1,3,1,19,2,1,45,2,21.28,21.26,15,1,646800,6468,1308,7.176254532017144,Medium/Large (>4 acres),Illiterate,OBC,Yes,Female,Medium/Large (>4 acres)
79908,01,3289,3,3,1,19,2,1,55,2,21.32,20.9,17,0,1041300,10413,1096.3333333333333,6.9997265575209475,Medium/Large (>4 acres),Illiterate,OBC,No,Female,Medium/Large (>4 acres)
79908,02,4167,3,3,1,19,2,3,47,1,24.099999999999998,24.08,15,0,1041300,10413,1389,7.236339342754344,Medium/Large (>4 acres),Primary,OBC,No,Male,Medium/Large (>4 acres)
79906,01,5050,4,3,1,19,2,1,55,1,17.14,17.12,14,1,674150,6741.5,1262.5,7.140849161149515,Medium/Large (>4 acres),Illiterate,OBC,Yes,Male,Medium/Large (>4 acres)
79906,02,5083,4,9,1,19,2,4,38,1,22.62,22.58,18,0,674150,6741.5,1270.75,7.147362556327012,Medium/Large (>4 acres),Middle,Others,No,Male,Medium/Large (>4 acres)
79904,01,2400,2,3,1,19,2,4,25,1,6.1000000000000005,5.640000000000001,9,0,492700,4927,1200,7.090076835776092,Medium/Large (>4 acres),Middle,OBC,No,Male,Medium/Large (>4 acres)
79904,02,4400,4,3,1,19,2,4,61,1,3.66,3.02,6,0,492700,4927,1100,7.003065458786462,Small (1-4 acres),Middle,OBC,No,Male,Small (1-4 acres)
79904,03,8000,4,3,1,19,2,1,40,1,3.64,3.62,4,0,86629,866.29,2000,7.600902459542082,Small (1-4 acres),Illiterate,OBC,No,Male,Small (1-4 acres)
79904,04,5500,3,3,1,19,2,1,44,1,8.04,8.02,3,0,86629,866.29,1833.3333333333333,7.513891082552453,Medium/Large (>4 acres),Illiterate,OBC,No,Male,Medium/Large (>4 acres)
79904,05,11600,7,3,1,19,2,1,39,2,8.42,8.41,4,0,86629,866.29,1657.142857142857,7.412850228039143,Medium/Large (>4 acres),Illiterate,OBC,No,Female,Medium/Large (>4 acres)
79904,06,10667,6,3,1,19,2,1,38,1,5.42,3.41,4,0,86629,866.29,1777.8333333333333,7.483150673397428,Medium/Large (>4 acres),Illiterate,OBC,No,Male,Medium/Large (>4 acres)
79904,07,6917,5,3,1,19,2,1,42,1,4.84,4.82,4,0,86629,866.29,1383.4,7.232299516166484,Medium/Large (>4 acres),Illiterate,OBC,No,Male,Medium/Large (>4 acres)
79900,01,2800,2,3,1,19,2,1,30,2,76.26,76.09,16,0,1670250,16702.5,1400,7.24422751560335,Medium/Large (>4 acres),Illiterate,OBC,No,Female,Medium/Large (>4 acres)
79900,02,3900,3,2,1,19,2,4,30,1,83.84,82.5,17,1,1670250,16702.5,1300,7.170119543449628,Medium/Large (>4 acres),Middle,SC,Yes,Male,Medium/Large (>4 acres)
79822,01,3950,3,3,1,19,2,3,41,2,21.4,21.36,14,1,1647300,16473,1316.6666666666667,7.182858569227058,Medium/Large (>4 acres),Primary,OBC,Yes,Female,Medium/Large (>4 acres)
79822,02,7500,4,2,1,19,2,3,45,1,20.78,20.759999999999998,16,1,1647300,16473,1875,7.536363938404511,Medium/Large (>4 acres),Primary,SC,Yes,Male,Medium/Large (>4 acres)
79827,01,3425,3,9,1,19,2,1,37,1,27.8,24.71,16,0,341600,3416,1141.6666666666667,7.040244462028216,Medium/Large (>4 acres),Illiterate,Others,No,Male,Medium/Large (>4 acres)
79827,02,2400,2,3,1,19,2,1,66,2,8.62,8.55,11,0,341600,3416,1200,7.090076835776092,Medium/Large (>4 acres),Illiterate,OBC,No,Female,Medium/Large (>4 acres)
79827,03,11300,3,9,1,19,2,1,50,1,10.04,10.02,4,0,56933,569.33,3766.6666666666665,8.233945716032322,Medium/Large (>4 acres),Illiterate,Others,No,Male,Medium/Large (>4 acres)
79823,01,4250,1,9,1,20,2,12,31,1,0.02,0,2,0,284400,2844,4250,8.354674261918463,Marginal (0-1 acre),Graduate+,Others,No,Male,Marginal (0-1 acre)
79823,02,10333,1,9,1,20,2,12,26,1,0,0,0,0,284400,2844,10333,9.243097936214355,Landless,Graduate+,Others,No,Male,Landless
79823,03,6000,1,9,1,20,2,12,29,1,0.02,0,2,0,284400,2844,6000,8.699514748210191,Marginal (0-1 acre),Graduate+,Others,No,Male,Marginal (0-1 acre)
79823,04,15000,1,9,1,20,2,12,34,1,0.02,0,2,0,284400,2844,15000,9.615805480084347,Marginal (0-1 acre),Graduate+,Others,No,Male,Marginal (0-1 acre)
79823,05,20667,3,3,1,20,2,12,36,1,0.02,0,2,0,284400,2844,6889,8.837681215593197,Marginal (0-1 acre),Graduate+,OBC,No,Male,Marginal (0-1 acre)
79823,06,7500,1,1,1,20,2,12,25,2,0.02,0,2,0,284400,2844,7500,8.922658299524402,Marginal (0-1 acre),Graduate+,ST,No,Female,Marginal (0-1 acre)
79823,07,5625,1,9,1,20,2,12,28,2,0.02,0,2,0,284400,2844,5625,8.63497622707262,Marginal (0-1 acre),Graduate+,Others,No,Female,Marginal (0-1 acre)
79823,08,10000,1,9,1,20,2,12,32,1,0,0,0,0,284400,2844,10000,9.210340371976184,Landless,Graduate+,Others,No,Male,Landless
79823,09,15417,4,9,1,20,2,11,34,1,0.04,0,2,0,284400,2844,3854.25,8.256931714540448,Marginal (0-1 acre),Graduate+,Others,No,Male,Marginal (0-1 acre)
79823,10,4000,1,9,1,20,2,12,29,1,0.02,0,2,0,284400,2844,4000,8.294049640102028,Marginal (0-1 acre),Graduate+,Others,No,Male,Marginal (0-1 acre)
79821,02,2300,2,1,3,20,2,1,52,1,29.3,28.75,20,0,1972425,19724.25,1150,7.047517221357296,Medium/Large (>4 acres),Illiterate,ST,No,Male,Medium/Large (>4 acres)
79825,01,1100,1,1,1,20,2,1,25,2,9.559999999999999,9.559999999999999,9,0,82500,825,1100,7.003065458786462,Medium/Large (>4 acres),Illiterate,ST,No,Female,Medium/Large (>4 acres)
79825,02,5550,4,1,1,20,2,4,19,2,7.62,5.58,6,0,82500,825,1387.5,7.2352588456205895,Medium/Large (>4 acres),Middle,ST,No,Female,Medium/Large (>4 acres)
79825,03,3550,2,1,1,20,2,2,32,2,5.74,2.85,3,0,151250,1512.5,1775,7.4815557019095165,Medium/Large (>4 acres),Below Primary,ST,No,Female,Medium/Large (>4 acres)
79825,04,5000,6,1,1,20,2,2,29,1,2.96,2.96,4,0,151250,1512.5,833.3333333333334,6.725433722188183,Small (1-4 acres),Below Primary,ST,No,Male,Small (1-4 acres)
79825,05,2100,2,1,1,20,2,4,30,1,1.46,1.46,3,0,151250,1512.5,1050,6.956545443151569,Small (1-4 acres),Middle,ST,No,Male,Small (1-4 acres)
79825,06,4258,4,1,1,20,2,4,32,1,4.04,4.04,3,0,151250,1512.5,1064.5,6.970260484333534,Medium/Large (>4 acres),Middle,ST,No,Male,Medium/Large (>4 acres)
79829,01,4780,4,3,1,21,2,4,38,1,16.4,16.38,14,0,1063025,10630.25,1195,7.085901464365611,Medium/Large (>4 acres),Middle,OBC,No,Male,Medium/Large (>4 acres)
79829,02,5500,4,2,1,21,2,4,35,1,42.78,42.78,16,1,1063025,10630.25,1375,7.226209010100671,Medium/Large (>4 acres),Middle,SC,Yes,Male,Medium/Large (>4 acres)
79826,01,3150,3,3,1,21,2,1,23,1,6.9,6.9,9,0,596250,5962.5,1050,6.956545443151569,Medium/Large (>4 acres),Illiterate,OBC,No,Male,Medium/Large (>4 acres)
79826,02,7763,7,3,1,21,2,1,40,1,9.379999999999999,8.04,7,0,596250,5962.5,1109,7.011213987350367,Medium/Large (>4 acres),Illiterate,OBC,No,Male,Medium/Large (>4 acres)
79826,03,3553,3,3,1,21,2,2,39,1,5.44,5.44,4,1,102214,1022.14,1184.3333333333333,7.076935307352917,Medium/Large (>4 acres),Below Primary,OBC,Yes,Male,Medium/Large (>4 acres)
79826,04,4642,4,3,1,21,2,3,59,1,6.04,6.04,4,0,102214,1022.14,1160.5,7.056606225714492,Medium/Large (>4 acres),Primary,OBC,No,Male,Medium/Large (>4 acres)
79826,05,3600,3,3,1,21,2,1,62,1,6.06,6.06,4,0,102214,1022.14,1200,7.090076835776092,Medium/Large (>4 acres),Illiterate,OBC,No,Male,Medium/Large (>4 acres)
79826,06,8108,7,3,1,21,2,1,50,1,5.04,5.04,4,0,102214,1022.14,1158.2857142857142,7.054696358516577,Medium/Large (>4 acres),Illiterate,OBC,No,Male,Medium/Large (>4 acres)
79826,07,3867,3,3,1,21,2,1,64,1,6.04,6.04,4,0,102214,1022.14,1289,7.161622002939187,Medium/Large (>4 acres),Illiterate,OBC,No,Male,Medium/Large (>4 acres)
79824,01,2789,4,2,1,22,2,3,28,1,33.6,1.53,10,1,178850,1788.5,697.25,6.547144026507598,Medium/Large (>4 acres),Primary,SC,Yes,Male,Medium/Large (>4 acres)
79824,02,1955,3,3,1,22,2,1,35,2,11.18,0,11,1,178850,1788.5,651.6666666666666,6.479533183751356,Medium/Large (>4 acres),Illiterate,OBC,Yes,Female,Medium/Large (>4 acres)
79824,03,4324,4,3,1,22,2,3,28,1,3.34,0,3,1,159688,1596.88,1081,6.985641817639208,Small (1-4 acres),Primary,OBC,Yes,Male,Small (1-4 acres)
79824,04,4265,3,3,1,22,2,3,68,1,3.66,0,2,1,159688,1596.88,1421.6666666666667,7.25958517125767,Small (1-4 acres),Primary,OBC,Yes,Male,Small (1-4 acres)
79820,01,1780,1,3,1,22,2,2,30,2,45.699999999999996,0,11,0,103675,1036.75,1780,7.484368643286131,Medium/Large (>4 acres),Below Primary,OBC,No,Female,Medium/Large (>4 acres)
79820,02,754,1,3,1,22,2,1,74,2,13.18,0,11,0,103675,1036.75,754,6.625392368007956,Medium/Large (>4 acres),Illiterate,OBC,No,Female,Medium/Large (>4 acres)
79820,03,3213,2,3,1,22,2,4,65,1,3.54,0,3,0,143550,1435.5,1606.5,7.381813178555913,Small (1-4 acres),Middle,OBC,No,Male,Small (1-4 acres)
79820,04,3367,4,3,1,22,2,3,34,1,3.22,0,3,0,143550,1435.5,841.75,6.735483058041184,Small (1-4 acres),Primary,OBC,No,Male,Small (1-4 acres)
79872,01,2856,3,2,1,22,2,1,37,2,20.22,20.15,11,0,417600,4176,952,6.858565034791365,Medium/Large (>4 acres),Illiterate,SC,No,Female,Medium/Large (>4 acres)
79872,02,2802,3,2,1,22,2,1,40,2,36.44,36.02,14,1,417600,4176,934,6.839476438228843,Medium/Large (>4 acres),Illiterate,SC,Yes,Female,Medium/Large (>4 acres)
79877,01,5042,4,3,1,01,2,4,32,1,22.32,22.13,14,0,589950,5899.5,1260.5,7.139263746627974,Medium/Large (>4 acres),Middle,OBC,No,Male,Medium/Large (>4 acres)
79877,02,2000,2,1,1,01,2,1,55,1,25,24.7,15,1,589950,5899.5,1000,6.907755278982137,Medium/Large (>4 acres),Illiterate,ST,Yes,Male,Medium/Large (>4 acres)
79873,01,3800,4,2,1,01,2,2,45,1,25.7,24.7,15,1,445250,4452.5,950,6.856461984594587,Medium/Large (>4 acres),Below Primary,SC,Yes,Male,Medium/Large (>4 acres)
